id	source_verse	text	id_range_end	source_verse_range_end
08001019	08001019	अत: उन दोनों स्त्रियों ने चलना ज़ारी रखा जब तक कि वे बैतलहम के नगर नहीं पहुँचीं,। जब वे वहाँ पहुँचीं, तो शहर में हर कोई उन्हें देख कर उनके बारे में ज़ोर से बातें करने लगा। शहर की स्त्रियों ने आश्चर्य से कहा, “यह विश्वास करना कठिन है कि यह नाओमी है!”		
08001020	08001020	नाओमी ने उनसे कहा, “तुमको मुझे नाओमी नहीं कहना चाहिए, क्योंकि इसका अर्थ है ‘सुखद’। इसकी बजाय, मुझे मारा कहो, क्योंकि इसका अर्थ है ‘कड़वा।’ सर्वशक्तिमान परमेश्वर ने मेरे जीवन को बहुत कड़वा बना दिया है।		
08001021	08001021	जब मैं यहाँ से छोड़ कर गयी, मेरे पास सब कुछ था जो मैं चाहती थी , परन्तु यहोवा मुझे वापिस ले कर आये बिना किसी वस्तु के। मुझे नाओमी मत कहो। यहोवा ने मेरा विरोध किया है। सर्वशक्तिमान परमेश्वर मेरे साथ बुरी तरह बर्ताव किया है।”		
08001022	08001022	इसलिए इस तरह से नाओमी अपनी बहु रूत के साथ घर लौट आई जो मोआब की स्त्री थी। जब वे बैतलहम पहुँचे तो जौ की कटाई की अभी शुरुआत ही हुई थी।		
08002001	08002001	वहां पर एक व्यक्ति था जो नाओमी के मृत पति का सम्बन्धी था। वह धनी और महत्वपूर्ण था, और एलीमेलेक के वंश का सदस्य था। उसका नाम बोअज़ था।		
08002002	08002002	रुत (मोआब की स्त्री ) ने नाओमी से कहा, “मुझे खेतों में जाने दे कि कटाई करने वाले फसल की जो बालियाँ छोड़ देते हैं उनको मैं उठा लूँ। मैं किसी भी कटाई करने वाले के पीछे जाऊँगी जो मुझे अनुमति देगा।” नाओमी ने उत्तर दिया, “जा मेरी पुत्री।”		
08002003	08002003	तब रूत चली गयी। जब वह खेतों में पहुंची, उसने फसल की कटाई करने वालों का पीछा किया और अनाज उठाया। ऐसा हुआ कि खेतों का वो भाग बोअज़ का था एलीमेलेक का सम्बन्धी।		
08002004	08002004	तब बोअज शहर से लौटा था। उसने कटाई करने वालों का अभिनन्दन किया और कहा, “यहोवा तुम्हारे साथ रहें!” उन्होंने उत्तर दिया, “यहोवा तुझे आशीष दें!”		
08002005	08002005	तब बोअज ने रूत को देखा, और अपने सरदार से पूछा, “वह युवती किसके साथ है ?”		
08002006	08002006	सरदार ने उत्तर दिया, “वह मोआब से एक जवान स्त्री है जो नाओमी के साथ वहाँ से लौट आई है।		
08002007	08002007	उसने मुझसे कहा, ‘कृपया मुझे वो अनाज लेने दे जो कटाई करने वाले छोड़ देतें हैं।’ उसने बहुत सवेरे से लेकर अभी तक काम किया है जैसे कि वह अब थोड़े समय के लिए शरणस्थान के नीचे आराम कर रही है।”		
08002008	08002008	तब बोअज ने रूत से कहा, “युवा स्त्री ! कृपया मेरी सुनो। तुझे अनाज एकत्र करने के लिए किसी और खेत में या कहीं और जाने की आवश्यकता नहीं। मेरी दासियों के संग यहीं रह।		
08002009	08002009	देख जहाँ पुरुष कटाई कर रहे हैं, वहाँ मेरी दासियों के साथ चलना। मैंने कटाई करने वालों से कहा है कि तुझे न सताएँ। जब तुझे प्यास लगे तो जाना और उन बर्तनों से पानी लेना जिसे पुरुषों ने भरा है ।”		
08002010	08002010	तब उसने बोअज़ के सामने चेहरा ज़मीन से छुआ कर घुटने टेके। उसने ज़ोर से चिल्ला कर कहा “तू मेरे प्रति इतना दयालु क्यों है? मुझे नहीं लगता था कि तू मुझ पर इतना ध्यान देगा क्योंकि मैं परदेशी हूँ!”		
08002011	08002011	बोअज ने उत्तर दिया, “लोगों ने मुझे वह सब कुछ बताया जो तूने अपने पति के मरने के बाद अपनी सास के लिए किया है। उन्होंने मुझे बताया कि तूने अपने माता-पिता और अपनी जन्मभूमि को छोड़ दिया, और यहाँ उन लोगों के बीच रहने के लिए आई जिन्हें तू पहले नहीं जानती थी।		
08002012	08002012	मैं प्रार्थना करता हूँ कि यहोवा, जो कुछ तूने किया है, उसका पूरी तरह से तुझे फल दें। हाँ, यहोवा इस्राएल के परमेश्वर, जिनका तू सुरक्षा के लिए विश्वास करती है, पूरी तरह से प्रतिफल देंगे ।”		
08002013	08002013	उसने उत्तर दिया, “श्रीमान, मुझे आशा है कि मैं तुझे आनन्दित रखूँगी। तूने मुझ पर दया करके शान्ति दी है, तेरी दासी, और अभी तक मैं तो तेरी एक दासी में से भी नहीं हूँ ।”		
08002014	08002014	जब खाने का समय आया, बोअज ने उससे कहा, “यहाँ आ और कुछ खाना ले। इस रोटी को ले और सिरके में डुबा कर खा।” तब जब वह कटाई करने वालों के साथ बैठ गई, तब उसने उसे कुछ भुना हुआ अनाज दिया। वो जितना खाना चाहती थी उसने खाया और कुछ बचा भी लिया।		
08002015	08002015	इसके बाद जब वह कार्य पर वापस जाने के लिए खड़ी हुई, बोअज ने अपने सेवकों को आदेश दिया, “भले ही वह उन अनाज के पूलों में से जो तुमने काटे हैं कुछ अनाज एकत्र करे, उसे रोकने का प्रयास मत करना।		
08002016	08002016	इससे भी ज़्यादा, मैं चाहता हूँ कि तुम कुछ अनाज के डंठल गठरियों से बाहर खींचो और उनको ज़मीन पर छोड़ दो ताकि वो उन्हें उठा ले और उसको डांटना नहीं।”		
08002017	08002017	ऐसे रूत ने शाम तक खेत में अनाज एकत्र किया। जौ की बालें जो उसने एकत्र की थीं, भूसी से अलग करने के लिए छाँटा। वो जौ एक बड़ी टोकरी भरने के लिए पर्याप्त थी।		
08002018	08002018	वह उसे वापस शहर ले कर गई और अपनी सास को दिखाया उसने कितना एकत्र किया था। उसने अपनी सास को भुना हुआ अनाज भी दिया जो दोपहर के भोजन से बचा था।		
08002019	08002019	उसकी सास ने उससे पूछा, “आज तूने यह सब अनाज कहाँ एकत्र किया? किसके खेत में तूने कार्य किया? मैं प्रार्थना करती हूँ कि परमेश्वर उस मनुष्य को आशीर्वाद दे जिसने तुझ पर इतनी दया की।” तब रूत ने उसे उस व्यक्ति के बारे में बताया जहाँ वह काम कर के आयी थी । उसने कहा, “जहाँ मैंने आज काम किया उन खेतों के मालिक का नाम बोअज है।”		
08002020	08002020	नाओमी ने अपनी बहू से कहा, “यहोवा उसे आशीष दें! यहोवा ने हम जीवितों के प्रति विश्वासयोग्यता दिखाते हुए अपना कार्य करना बन्द नहीं किया, और हमारे पतियों के प्रति भी जो मर गए हैं ।” तब उसने कहा, “वह व्यक्ति एलीमेलेक का निकट सम्बन्धी है, वास्तव में, वह हमारे परिवार की देखभाल करने के लिए उत्तरदायी लोगों में से एक है।”		
08002021	08002021	तब रूत ने, जो मोआब की स्त्री थी, कहा, “उसने मुझसे यह भी कहा, ‘मेरे मजदूरों के साथ तब तक रह जब तक कि वे खेत से मेरे सारे अनाज को ले नहीं आते।’”		
08002022	08002022	नाओमी ने अपनी बहु रूत को उत्तर दिया, “मेरी पुत्री, तेरे लिए ये अच्छा होगा अगर तू उसकी दासियों के साथ उसके खेत में जाए, क्योंकि यदि तू किसी और के खेत में जाएगी तब कोई व्यक्ति तुझे हानि पहुँचा सकता है।”		
08002023	08002023	अत: रूत ने बोअज की दासियों के साथ काम किया। उसने अनाज के सिरों को इकट्ठा किया जब तक मजदूरों ने जौ और गेहूँ दोनों की कटाई खत्म नहीं की। उस समय के दौरान, उसने नाओमी के साथ रहना जारी रखा।		
08003001	08003001	एक दिन, नाओमी ने रूत से कहा, “मेरी पुत्री, मैं तेरे लिए एक सुरक्षित घर और एक अच्छे पति का प्रबन्ध करना चाहती हूँ।		
08003002	08003002	इस समय तू बोअज़ की दासियों के साथ काम कर रही है। जैसा की तू जानती है , वो हमारा निकट सम्बन्धी है। इसलिए ध्यान से सुन। आज रात को वह उस स्थान पर होगा जहाँ वे जौ को छाँटेंगे। वे अनाज को भूसी से अलग करेंगे।		
08003003	08003003	स्नान कर और कुछ इत्र लगा। अपनी पूरी ऊपरी पोशाक पहन। फिर उस स्थान पर जा जहाँ वे अनाज को छाँटते हैं। परन्तु उसे तेरे वहाँ होने का पता न चले जब तक वह खाना और पीना समाप्त न कर ले।		
08003004	08003004	जब वह सोने के लिए लेटे, ध्यान दे कि वह कहाँ सोता है। तब उसके पास जाना, उसके पैरों से कपड़ा हटाना, और वहां लेट जाना। जब वह उठेगा, तब तुझे बता देगा कि क्या करना है।”		
08003005	08003005	रूत ने उत्तर दिया, “मैं वह सब कुछ करूँगी जो तूने मुझे करने के लिए कहा है।”		
08003006	08003006	तब वह उस स्थान पर गई जहाँ वे अनाज छांटते थे। वहाँ उसने सब कुछ किया जो उसकी सास ने उसे करने के लिए कहाँ था।		
08003007	08003007	जब बोअज ने खाना पीना समाप्त कर लिया, तब उसे अच्छा लग रहा था। वह अनाज के ढेर के बहुत दूर अन्त तक चला गया, वहाँ लेट गया, और सो गया। तब रूत छिपकर उसके पास पहुंची। उसने उसके पैरों का कपड़ा हटाया और वहाँ लेट गई।		
08003008	08003008	रात के मध्य में, वह अचानक उठ गया। वह बैठ गया और महसूस किया कि एक स्त्री उसके चरणों में लेटी हुई है।		
08003009	08003009	उसने उससे पूछा, “तू कौन है?” उसने उत्तर दिया, “मैं तेरी दासी रूत हूँ। क्योंकि तू मेरे मृत पति के परिवार के प्रति उत्तरदायी लोगों में से एक हैं, कृपया मुझसे विवाह करके मुझे सुरक्षित कर।”		
08003010	08003010	बोअज ने उत्तर दिया, “मेरी प्रिय, यहोवा तुझे आशीष दें! पहले ही, तू अपनी सास के लिए बहुत ईमानदार थी, पर अब और ज़्यादा ईमानदारी दिखा रही है कि तू विवाह के लिए किसी जवान का पीछा नहीं कर रही है चाहे वह अमीर हो या गरीब।		
08003011	08003011	अब, मेरी प्रिय, जो कुछ तूने माँगा वह सब मैं करूँगा। डर मत, क्योंकि इस शहर के सभी लोगों को पता है कि तू एक सम्मानित स्त्री है।		
08003012	08003012	हालाँकि, जबकि मैं नाओमी के निकट सम्बन्धियों में से एक हूँ, और, इसलिए, तुम दोनों के लिए ज़िम्मेदार हूँ, एक और व्यक्ति है जो तुम्हारे लिए मेरी तुलना में अधिक ज़िम्मेदार है क्योंकि वह नाओमी का अधिक निकटतम सम्बन्धी है।		
08003013	08003013	तू रात भर के लिए यहीं रह। कल सुबह मैं उस व्यक्ति को तेरे बारे में बताऊँगा। यदि वह कहता है कि वह तेरा ख्याल रखेगा, तो ठीक है, वह तुझ से विवाह कर सकता है। परन्तु यदि वह तेरा ख्याल रखने को तैयार नहीं है, तो मैं सत्यनिष्ठा से वादा करता हूँ कि, निश्चित रूप से जैसे यहोवा जीवित है, मैं तुझ से विवाह करूँगा और खुद तेरा ध्यान रखूँगा। इसलिए यहीं ठहरी रह जब तक सुबह न हो।”		
08003014	08003014	"तब बोअज़ ने और कहा, ""यह सबसे अच्छा होगा यदि कोई न जाने कि एक स्त्री यहाँ आयी थी। इसलिए वह बहुत सवेरे तक उसके चरणों में लेटी रही और फिर पर्याप्त प्रकाश हो जाने से पहले जाने के लिए उठ गई कि लोग उसको पहचान लेंगे।”"		
08003015	08003015	तब बोअज ने उससे कहा, “मेरे पास अपनी चादर ला और इसे फैला।” जब उसने ऐसा किया, तो उसने उसमें उदारता से जौ को डाला और उसे उसकी पीठ पर रख दिया। फिर वह शहर चली गई।		
08003016	08003016	जब रूत घर पहुँची, तो उसकी सास ने उससे पूछा, “क्या यह तू है, मेरी पुत्री ?” तब रूत ने उसे सब कुछ बताया जो बोअज ने कहा था और उसके लिए किया।		
08003017	08003017	उसने नाओमी से यह भी कहा, “उसने मुझे यह सब जौ दिया, यह कहते हुए, ‘मैं नहीं चाहता कि तू अपनी सास के पास खाली हाथ जाए।’”		
08003018	08003018	तब नाओमी ने कहा, “मेरी पुत्री, अब यहाँ प्रतीक्षा कर, जब तक हम देखें कि क्या होता है। वो व्यक्ति निश्चित रूप से आज इसका ख्याल रखेगा।”		
08004001	08004001	इस दौरान, बोअज शहर के द्वार के अंदर उस जगह पर गया जहाँ लोग अपनी आधिकारिक व्यापारिक गतिविधियां करते थे। वह वहाँ जा कर बैठ गया। पहले से , वह निकटतम सम्बन्धी जिसका वर्णन बोअज ने किया था, साथ आया। बोअज ने उसे नाम ले कर पुकारा , और कहा “इधर आओ और बैठ जाओ।” तब वह व्यक्ति वहाँ जा कर बैठ गया।		
08004002	08004002	"बोअज ने फिर शहर के दस अच्छे इज़्ज़तदार बुजुर्गों को एकत्र किया और उनसे कहा ""कृपया यहाँ बैठ जाईये ताकि आप लोग हमारी बातचीत के गवाह बन सकें ""। तब वे बैठ गए।"		
08004003	08004003	तब बोअज ने अपने सम्बन्धी से कहा, “क्या तू जानता था कि वो खेत जो हमारे सम्बन्धी एलीमेलेक के हैं वो बिकाऊ हैं? नाओमी जो अभी हाल ही में मोआब से लौटी है उसे बेच रही है ?		
08004004	08004004	मैंने सोचा कि मुझे तुझे बताना चाहिए ताकि तू यहाँ इन आदरणीय जनों के सामने जो गवाह बनने के लिए तैयार हुए हैं उसका अधिकार ले सके। अगर तू उसको परिवार में वापस खरीदना चाहता है , तो ऐसा कर। पर यदि तू उसको वापस खरीदना नहीं चाहता, तो मुझे बता , क्योंकि तू एलीमेलेक का निकटतम सम्बन्धी है, और तेरे बाद अगला मैं हूँ । व्यक्ति ने उत्तर दिया, “मैं इसे ले लूँगा !”		
08004005	08004005	तब बोअज ने उससे कहा, “जब तू नाओमी से भूमि खरीदता है, तो तुझे रूत से भी विवाह करना होगा , मोआब से हमारे सम्बन्धी की विधवा, ताकि उसके बेटा हो सके जो संपत्ति का उत्तराधिकारी हो और उसके मरे हुए पति के नाम को जारी रख सके ।”		
08004006	08004006	तब निकटतम सम्बन्धी ने कहा, “तब मैं उसे वापस नहीं खरीद सकता। अगर मैंने ऐसा किया, मैं अपने पुत्र की विरासत को बर्बाद कर दूंगा। तुम मेरी जगह खेत के लिए और उस महिला के लिए उत्तरदायी हो सकते हो , मैं इसे नहीं कर सकता। ”		
08004007	08004007	उस समय, इस्राएल में यह प्रथा थी कि, जब दो लोग आपस में कुछ भी छुड़ाने या अदला-बदली करने के लिए सहमत होते थे, तब एक व्यक्ति अपनी एक चप्पल उतार कर दूसरे व्यक्ति को दे देता था। ये एक तरीका था जिससे वे इस्राएल में लेन-देन पूरा करते थे ।		
08004008	08004008	इसलिए सम्बन्धी ने बोअज से कहा, “तू स्वयं ही भूमि खरीद ले!” और उसने अपनी एक चप्पल उतारी और बोअज को दे दी।		
08004009	08004009	तब बोअज ने आदरणीय जनों और अन्य सभी लोगों से जो वहां पर थे कहा, “आज सबने देख लिया है कि मैंने एलीमेलेक, किल्योन और महलोन की सारी सम्पत्ति नाओमी से खरीद ली है।		
08004010	08004010	मैं महलोन की विधवा मोआब की स्त्री रूत को भी अपनी पत्नी होने के लिए ले रहा हूँ । यह इस क्रम में है कि वह पुत्र को जन्म दे सके जो कि महलोन का पुत्र समझा जाए। वो संपत्ति का उत्तराधिकारी होगा और परिवार का नाम अपने सम्बन्धियों के बीच में और यहाँ अपने गृहनगर में जारी रखेगा। आज तुमने इन बातों को देख लिया है और सुन लिया है , और किसी को भी जो उनके बारे में पूछता है बता सकते हो।”		
08004011	08004011	सारे आदरणीय जन और दुसरे लोग जो नगर द्वार पर बैठे थे, सहमत हुए और कहा, “हाँ, हमने देखा है और सुना है । हम प्रार्थना करते हैं कि यहोवा इस स्त्री को अनुमति दे, जो तेरे घर में आएगी, राहेल और लिआ के समान बनाए, जिन्होंने हमारे पूर्वजों को जन्म दिया और हमारे लोगों इस्राएल का आरम्भ किया। हमारी मंशा है हमें आशा है कि तू एप्राता के वंश में सम्पन्न हो और यहाँ बैतलहम में प्रसिद्ध हो जाए।		
08004012	08004012	हम प्रार्थना करते हैं कि तेरा परिवार तेरे पूर्वज पेरेस, तामार और यहूदा के पुत्र के परिवार के समान हो जाए, उन वंशजों के कारण जो यहोवा तुझे और इस युवा स्त्री को देगा।”		
08004013	08004013	तब बोअज ने रूत को अपनी पत्नी बनाया और उसके पास गया। यहोवा ने उसे गर्भवती होने में सक्षम बनाया, और उसने एक पुत्र को जन्म दिया।		
08004014	08004014	बैतलहम की स्त्रियों ने नाओमी से कहा, “यहोवा की स्तुति कर! अब उन्होंने तुझे एक पुरुष दिया है, जो तेरे परिवार की रक्षा करेगा। हमारी मंशा है कि पूरे इस्राएल भर में लोग उसका नाम जाने।”		
08004015	08004015	तेरी बहू, जो तुझे प्यार करती है और जो, यदि तेरे सात पुत्र भी होते तो उनसे बेहतर है, उसने उसे जन्म दिया है। इसलिए, वह तुझे फिर से जवान महसूस कराएगा, और जब तू बूढ़ी हो जाएगी, तब वह तेरा ध्यान रखेगा।”		
08004016	08004016	तब नाओमी ने बच्चे को उठाया और उसे कस के पकड़ा, और उसके लिए दूसरी माँ बन गई।		
08004017	08004017	आस-पास रहने वाली स्त्रियों ने कहा, “ऐसा लगता है कि नाओमी के पास अब एक पुत्र है!” और उन्होंने उसे ओबेद नाम दिया। बाद में, ओबेद यिशै का पिता हुआ, जो दाऊद का पिता था।		
08004018	08004018	पेरेस के वंशजों की सूची इस प्रकार है: पेरेस का पुत्र हेस्रोन था।		
08004019	08004019	हेस्रोन का पुत्र राम था। राम का पुत्र अम्मीनादाब था।		
08004020	08004020	अम्मीनादाब का पुत्र नहशोन था। नहशोन का पुत्र सलमोन था।		
08004021	08004021	सल्मोन का पुत्र बोअज था। बोअज का पुत्र ओबेद था।		
08004022	08004022	ओबेद का पुत्र यिशै था। यिशै का पुत्र दाऊद था।		
15001001	15001001	पहले साल के दौरान जब कुस्रू ने फ़ारसी साम्राज्य पर शासन किया, तो उसने कुछ ऐसा किया जिससे एक भविष्यद्वाणी पूरी हुई जिसे यिर्मयाह ने बोला था। यहोवा ने कुस्रू को यह सन्देश लिखने के लिए प्रेरित किया, और फिर कुस्रू ने अपने पूरे साम्राज्य में इस सन्देश की घोषणा करवाई:		
15001002	15001002	“मैं, राजा कुस्रू, फारसी साम्राज्य पर शासन करता हूँ, और मैं यह कहता हूँ: कि यहोवा, परमेश्वर जो स्वर्ग में है, उसने मुझे पृथ्वी पर बड़े राज्यों पर शासक बनाया है। अब उसने मुझे {सुनिश्चित करूँ कि उसके लोगों ने} यहूदा के यरूशलेम में उसके लिये एक मन्दिर बनाने के लिये नियुक्त किया है।		
15001003	15001003	परमेश्वर से संबंधित तुम सब लोग यहूदा में यरूशलेम को जा सकते हो ताकि यहोवा के लिए इस मन्दिर का पुनर्निर्माण किया जाए, परमेश्वर जो यरूशलेम में है, जो इस्राएल का परमेश्वर है। और परमेश्वर तुम्हें सफलता प्रदान करे!		
15001004	15001004	और जो लोग इस्त्राएलियों की बन्धुआई में रहने वाले स्थान में रह रहे हों, और जिनके पूर्वज यहाँ बंधुआई में आए थे, वे जानेवालों को चाँदी और सोना भेंट में दें। उन्हें यहूदियों को {निश्चित} सामान भी देना चाहिए {जिसकी उन्हें यरूशलेम की यात्रा के लिए आवश्यकता होगी}। वे उन्हें कुछ पशुओं के झुंड और धन की भेंटें भी दें, ताकि वे यरूशलेम में परमेश्वर के भवन के निर्माण में सहायक हो।”		
15001005	15001005	तब परमेश्वर ने कुछ याजकों और लेवियों को और यहूदा और बिन्यामीन के {गोत्रों के} कुलों के अगुवों में से {कुछ} को यरूशलेम लौटने के लिए प्रेरित किया। जिन लोगों को परमेश्वर ने प्रेरित किया, वे यरूशलेम लौटने और वहाँ उसके लिए मन्दिर बनाने के लिए तैयार हो गए।		
15001006	15001006	उनके कई पड़ोसियों ने उन्हें यात्रा के लिए चाँदी और सोने की वस्तुएँ, पशुधन और आपूर्ति देकर उनकी मदद की। उन्होंने उन्हें अन्य मूल्यवान उपहार भी दिए, और उन्हें मन्दिर के निर्माण के लिए वस्तुएँ खरीदने के लिए धन दिया।		
15001007	15001007	राजा कुस्रू उन मूल्यवान वस्तुओं को बाहर निकाल लाया जो राजा नबूकदनेस्सर {के सैनिकों} ने यरूशलेम में यहोवा के मन्दिर से ले ली थीं और अपने देवताओं के मन्दिरों में (बाबेल में) रखी थीं।		
15001008	15001008	फारस के राजा कुस्रू ने अपने खजाँची मिथ्रदात को आज्ञा दी, कि वह इन सब वस्तुओं को बाहर निकाले, और उनमें से प्रत्येक को यहूदा के प्रधान शेशबस्सर {के उस दल को दे दे, जो लौट जाने पर था}।		
15001009	15001009	यह उन वस्तुओं की सूची है {जो कुस्रू ने दान की थी}: 30 सोने के परात, 1000 चाँदी के परात, 29 अन्य परात,		
15001010	15001010	30 सोने के कटोरे, 410 वैसे ही चाँदी के कटोरे, और 1000 अन्य वस्तुएँ।		
15001011	15001011	सब मिलाकर, कुस्रू ने शेशबस्सर को चाँदी और सोने की 5400 वस्तुएँ दीं, ताकि जब वह और अन्य बाबेल से यरूशलेम को लौटे तो उन्हें अपने साथ ले जाए।		
