id	target_verse	token
 019028005009	019027005	the
 019028005010	019027005	lord
 019028005011	019027005	,
 019028005012	019027005	and
 019028005013	019027005	the
 019028005014	019027005	operations
 019028005015	019027005	of
 019028005016	019027005	his
 019028005017	019027005	hands
 019028005018	019027005	:
 019028005019	019027005	thou
 019028005020	019027005	shalt
 019028005021	019027005	destroy
 019028005022	019027005	them
 019028005023	019027005	,
 019028005024	019027005	and
 019028005025	019027005	shalt
 019028005026	019027005	not
 019028005027	019027005	build
 019028005028	019027005	them
 019028005029	019027005	up
 019028005030	019027005	.
 019028006001	019027006	blessed
 019028006002	019027006	be
 019028006003	019027006	the
 019028006004	019027006	lord
 019028006005	019027006	,
 019028006006	019027006	for
 019028006007	019027006	he
 019028006008	019027006	hath
 019028006009	019027006	heard
 019028006010	019027006	the
 019028006011	019027006	voice
 019028006012	019027006	of
 019028006013	019027006	my
 019028006014	019027006	supplication
 019028006015	019027006	.
 019028007001	019027007	the
 019028007002	019027007	lord
 019028007003	019027007	is
 019028007004	019027007	my
 019028007005	019027007	helper
 019028007006	019027007	and
 019028007007	019027007	my
 019028007008	019027007	protector
 019028007009	019027007	:
 019028007010	019027007	in
 019028007011	019027007	him
 019028007012	019027007	hath
 019028007013	019027007	my
 019028007014	019027007	heart
 019028007015	019027007	confided
 019028007016	019027007	,
 019028007017	019027007	and
 019028007018	019027007	i
 019028007019	019027007	have
 019028007020	019027007	been
 019028007021	019027007	helped
 019028007022	019027007	.
 019028007023	019027007	and
 019028007024	019027007	my
 019028007025	019027007	flesh
 019028007026	019027007	hath
 019028007027	019027007	flourished
 019028007028	019027007	again
 019028007029	019027007	,
 019028007030	019027007	and
 019028007031	019027007	with
 019028007032	019027007	my
 019028007033	019027007	will
 019028007034	019027007	i
 019028007035	019027007	will
 019028007036	019027007	give
 019028007037	019027007	praise
 019028007038	019027007	to
 019028007039	019027007	him
 019028007040	019027007	.
 019028008001	019027008	the
 019028008002	019027008	lord
 019028008003	019027008	is
 019028008004	019027008	the
 019028008005	019027008	strength
 019028008006	019027008	of
 019028008007	019027008	his
 019028008008	019027008	people
 019028008009	019027008	,
 019028008010	019027008	and
 019028008011	019027008	the
 019028008012	019027008	protector
 019028008013	019027008	of
 019028008014	019027008	the
 019028008015	019027008	salvation
 019028008016	019027008	of
 019028008017	019027008	his
 019028008018	019027008	anointed
 019028008019	019027008	.
 019028009001	019027009	save
 019028009002	019027009	,
 019028009003	019027009	o
 019028009004	019027009	lord
 019028009005	019027009	,
 019028009006	019027009	thy
 019028009007	019027009	people
 019028009008	019027009	,
 019028009009	019027009	and
 019028009010	019027009	bless
 019028009011	019027009	thy
 019028009012	019027009	inheritance
 019028009013	019027009	:
 019028009014	019027009	and
 019028009015	019027009	rule
 019028009016	019027009	them
 019028009017	019027009	and
 019028009018	019027009	exalt
 019028009019	019027009	them
 019028009020	019027009	for
 019028009021	019027009	ever
 019028009022	019027009	.
 019029001001	019028001	a
 019029001002	019028001	psalm
 019029001003	019028001	for
 019029001004	019028001	david
 019029001005	019028001	,
 019029001006	019028001	at
 019029001007	019028001	the
 019029001008	019028001	finishing
 019029001009	019028001	of
 019029001010	019028001	the
 019029001011	019028001	tabernacle
 019029001012	019028001	.
 019029001013	019028001	bring
 019029001014	019028001	to
 019029001015	019028001	the
 019029001016	019028001	lord
 019029001017	019028001	,
 019029001018	019028001	o
 019029001019	019028001	ye
 019029001020	019028001	children
 019029001021	019028001	of
 019029001022	019028001	god
 019029001023	019028001	:
 019029001024	019028001	bring
 019029001025	019028001	to
 019029001026	019028001	the
 019029001027	019028001	lord
 019029001028	019028001	the
 019029001029	019028001	offspring
 019029001030	019028001	of
 019029001031	019028001	rams
 019029001032	019028001	.
 019029002001	019028002	bring
 019029002002	019028002	to
 019029002003	019028002	the
 019029002004	019028002	lord
 019029002005	019028002	glory
 019029002006	019028002	and
 019029002007	019028002	honour
 019029002008	019028002	:
 019029002009	019028002	bring
 019029002010	019028002	to
 019029002011	019028002	the
 019029002012	019028002	lord
 019029002013	019028002	glory
 019029002014	019028002	to
 019029002015	019028002	his
 019029002016	019028002	name
 019029002017	019028002	:
 019029002018	019028002	adore
 019029002019	019028002	ye
 019029002020	019028002	the
 019029002021	019028002	lord
 019029002022	019028002	in
 019029002023	019028002	his
 019029002024	019028002	holy
 019029002025	019028002	court
 019029002026	019028002	.
 019029003001	019028003	the
 019029003002	019028003	voice
 019029003003	019028003	of
 019029003004	019028003	the
 019029003005	019028003	lord
 019029003006	019028003	is
 019029003007	019028003	upon
 019029003008	019028003	the
 019029003009	019028003	waters
 019029003010	019028003	;
 019029003011	019028003	the
 019029003012	019028003	god
 019029003013	019028003	of
 019029003014	019028003	majesty
 019029003015	019028003	hath
 019029003016	019028003	thundered
 019029003017	019028003	,
 019029003018	019028003	the
 019029003019	019028003	lord
 019029003020	019028003	is
 019029003021	019028003	upon
 019029003022	019028003	many
 019029003023	019028003	waters
 019029003024	019028003	.
 019029004001	019028004	the
 019029004002	019028004	voice
 019029004003	019028004	of
 019029004004	019028004	the
 019029004005	019028004	lord
 019029004006	019028004	is
 019029004007	019028004	in
 019029004008	019028004	power
 019029004009	019028004	;
 019029004010	019028004	the
 019029004011	019028004	voice
 019029004012	019028004	of
 019029004013	019028004	the
 019029004014	019028004	lord
 019029004015	019028004	in
 019029004016	019028004	magnificence
 019029004017	019028004	.
 019029005001	019028005	the
 019029005002	019028005	voice
 019029005003	019028005	of
 019029005004	019028005	the
 019029005005	019028005	lord
 019029005006	019028005	breaketh
 019029005007	019028005	the
 019029005008	019028005	cedars
 019029005009	019028005	:
 019029005010	019028005	yea
 019029005011	019028005	,
 019029005012	019028005	the
 019029005013	019028005	lord
 019029005014	019028005	shall
 019029005015	019028005	break
 019029005016	019028005	the
 019029005017	019028005	cedars
 019029005018	019028005	of
 019029005019	019028005	libanus
 019029005020	019028005	.
 019029006001	019028006	and
 019029006002	019028006	shall
 019029006003	019028006	reduce
 019029006004	019028006	them
 019029006005	019028006	to
 019029006006	019028006	pieces
 019029006007	019028006	,
 019029006008	019028006	as
 019029006009	019028006	a
 019029006010	019028006	calf
 019029006011	019028006	of
 019029006012	019028006	libanus
 019029006013	019028006	,
 019029006014	019028006	and
 019029006015	019028006	as
 019029006016	019028006	the
 019029006017	019028006	beloved
 019029006018	019028006	son
 019029006019	019028006	of
 019029006020	019028006	unicorns
 019029006021	019028006	.
 019029007001	019028007	the
 019029007002	019028007	voice
 019029007003	019028007	of
 019029007004	019028007	the
 019029007005	019028007	lord
 019029007006	019028007	divideth
 019029007007	019028007	the
 019029007008	019028007	flame
 019029007009	019028007	of
 019029007010	019028007	fire
 019029007011	019028007	:
 019029008001	019028008	the
 019029008002	019028008	voice
 019029008003	019028008	of
 019029008004	019028008	the
 019029008005	019028008	lord
 019029008006	019028008	shaketh
 019029008007	019028008	the
 019029008008	019028008	desert
 019029008009	019028008	:
 019029008010	019028008	and
 019029008011	019028008	the
 019029008012	019028008	lord
 019029008013	019028008	shall
 019029008014	019028008	shake
 019029008015	019028008	the
 019029008016	019028008	desert
 019029008017	019028008	of
 019029008018	019028008	cades
 019029008019	019028008	.
 019029009001	019028009	the
 019029009002	019028009	voice
 019029009003	019028009	of
 019029009004	019028009	the
 019029009005	019028009	lord
 019029009006	019028009	prepareth
 019029009007	019028009	the
 019029009008	019028009	stags
 019029009009	019028009	:
 019029009010	019028009	and
 019029009011	019028009	he
 019029009012	019028009	will
 019029009013	019028009	discover
 019029009014	019028009	the
 019029009015	019028009	thick
 019029009016	019028009	woods
 019029009017	019028009	:
 019029009018	019028009	and
 019029009019	019028009	in
 019029009020	019028009	his
 019029009021	019028009	temple
 019029009022	019028009	all
 019029009023	019028009	shall
 019029009024	019028009	speak
 019029009025	019028009	his
 019029009026	019028009	glory
 019029009027	019028009	.
 019029010001	019028010	the
 019029010002	019028010	lord
 019029010003	019028010	maketh
 019029010004	019028010	the
 019029010005	019028010	flood
 019029010006	019028010	to
 019029010007	019028010	dwell
 019029010008	019028010	:
 019029010009	019028010	and
 019029010010	019028010	the
 019029010011	019028010	lord
 019029010012	019028010	shall
 019029010013	019028010	sit
 019029010014	019028010	king
 019029010015	019028010	for
 019029010016	019028010	ever
 019029010017	019028010	.
 019029011001	019028011	the
 019029011002	019028011	lord
 019029011003	019028011	will
 019029011004	019028011	give
 019029011005	019028011	strength
 019029011006	019028011	to
 019029011007	019028011	his
 019029011008	019028011	people
 019029011009	019028011	:
 019029011010	019028011	the
 019029011011	019028011	lord
 019029011012	019028011	will
 019029011013	019028011	bless
 019029011014	019028011	his
 019029011015	019028011	people
 019029011016	019028011	with
 019029011017	019028011	peace
 019029011018	019028011	.
 019030001001	019029001	a
 019030001002	019029001	psalm
 019030001003	019029001	of
 019030001004	019029001	a
 019030001005	019029001	canticle
 019030001006	019029001	,
 019030001007	019029001	at
 019030001008	019029001	the
 019030001009	019029001	dedication
 019030001010	019029001	of
 019030001011	019029001	david’s
 019030001012	019029001	house
 019030001013	019029001	.
 019030002001	019029002	i
 019030002002	019029002	will
 019030002003	019029002	extol
 019030002004	019029002	thee
 019030002005	019029002	,
 019030002006	019029002	o
 019030002007	019029002	lord
 019030002008	019029002	,
 019030002009	019029002	for
 019030002010	019029002	thou
 019030002011	019029002	hast
 019030002012	019029002	upheld
 019030002013	019029002	me
 019030002014	019029002	:
 019030002015	019029002	and
 019030002016	019029002	hast
 019030002017	019029002	not
 019030002018	019029002	made
 019030002019	019029002	my
 019030002020	019029002	enemies
 019030002021	019029002	to
 019030002022	019029002	rejoice
 019030002023	019029002	over
 019030002024	019029002	me
 019030002025	019029002	.
 019030003001	019029003	o
 019030003002	019029003	lord
 019030003003	019029003	my
 019030003004	019029003	god
 019030003005	019029003	,
 019030003006	019029003	i
 019030003007	019029003	have
 019030003008	019029003	cried
 019030003009	019029003	to
 019030003010	019029003	thee
 019030003011	019029003	,
 019030003012	019029003	and
 019030003013	019029003	then
 019030003014	019029003	hast
 019030003015	019029003	healed
 019030003016	019029003	me
 019030003017	019029003	.
 019030004001	019029004	thou
 019030004002	019029004	hast
 019030004003	019029004	brought
 019030004004	019029004	forth
 019030004005	019029004	,
 019030004006	019029004	o
 019030004007	019029004	lord
 019030004008	019029004	,
 019030004009	019029004	my
 019030004010	019029004	soul
 019030004011	019029004	from
 019030004012	019029004	hell
 019030004013	019029004	:
 019030004014	019029004	thou
 019030004015	019029004	hast
 019030004016	019029004	saved
 019030004017	019029004	me
 019030004018	019029004	from
 019030004019	019029004	them
 019030004020	019029004	that
 019030004021	019029004	go
 019030004022	019029004	down
 019030004023	019029004	into
 019030004024	019029004	the
 019030004025	019029004	pit
 019030004026	019029004	.
 019030005001	019029005	sing
 019030005002	019029005	to
 019030005003	019029005	the
 019030005004	019029005	lord
 019030005005	019029005	,
 019030005006	019029005	o
 019030005007	019029005	ye
 019030005008	019029005	his
 019030005009	019029005	saints
 019030005010	019029005	:
 019030005011	019029005	and
 019030005012	019029005	give
 019030005013	019029005	praise
 019030005014	019029005	to
 019030005015	019029005	the
 019030005016	019029005	memory
 019030005017	019029005	of
 019030005018	019029005	his
 019030005019	019029005	holiness
 019030005020	019029005	.
 019030006001	019029006	for
 019030006002	019029006	wrath
 019030006003	019029006	is
 019030006004	019029006	in
 019030006005	019029006	his
 019030006006	019029006	indignation
 019030006007	019029006	;
 019030006008	019029006	and
 019030006009	019029006	life
 019030006010	019029006	in
 019030006011	019029006	his
 019030006012	019029006	good
 019030006013	019029006	will
 019030006014	019029006	.
 019030006015	019029006	in
 019030006016	019029006	the
 019030006017	019029006	evening
 019030006018	019029006	weeping
 019030006019	019029006	shall
 019030006020	019029006	have
 019030006021	019029006	place
 019030006022	019029006	,
 019030006023	019029006	and
 019030006024	019029006	in
 019030006025	019029006	the
 019030006026	019029006	morning
 019030006027	019029006	gladness
 019030006028	019029006	.
 019030007001	019029007	and
 019030007002	019029007	in
 019030007003	019029007	my
 019030007004	019029007	abundance
 019030007005	019029007	i
 019030007006	019029007	said
 019030007007	019029007	:
 019030007008	019029007	i
 019030007009	019029007	shall
 019030007010	019029007	never
 019030007011	019029007	be
 019030007012	019029007	moved
 019030007013	019029007	.
 019030008001	019029008	o
 019030008002	019029008	lord
 019030008003	019029008	,
 019030008004	019029008	in
 019030008005	019029008	thy
 019030008006	019029008	favour
 019030008007	019029008	,
 019030008008	019029008	thou
 019030008009	019029008	gavest
 019030008010	019029008	strength
 019030008011	019029008	to
 019030008012	019029008	my
 019030008013	019029008	beauty
 019030008014	019029008	.
 019030008015	019029008	thou
 019030008016	019029008	turnedst
 019030008017	019029008	away
 019030008018	019029008	thy
 019030008019	019029008	face
 019030008020	019029008	from
 019030008021	019029008	me
 019030008022	019029008	,
 019030008023	019029008	and
 019030008024	019029008	i
 019030008025	019029008	became
 019030008026	019029008	troubled
 019030008027	019029008	.
 019030009001	019029009	to
 019030009002	019029009	thee
 019030009003	019029009	,
 019030009004	019029009	o
 019030009005	019029009	lord
 019030009006	019029009	,
 019030009007	019029009	will
 019030009008	019029009	i
 019030009009	019029009	cry
 019030009010	019029009	:
 019030009011	019029009	and
 019030009012	019029009	i
 019030009013	019029009	will
 019030009014	019029009	make
 019030009015	019029009	supplication
 019030009016	019029009	to
 019030009017	019029009	my
 019030009018	019029009	god
 019030009019	019029009	.
 019030010001	019029010	what
 019030010002	019029010	profit
 019030010003	019029010	is
 019030010004	019029010	there
 019030010005	019029010	in
 019030010006	019029010	my
 019030010007	019029010	blood
 019030010008	019029010	,
 019030010009	019029010	whilst
 019030010010	019029010	i
 019030010011	019029010	go
 019030010012	019029010	down
 019030010013	019029010	to
 019030010014	019029010	corruption
 019030010015	019029010	?
 019030010016	019029010	shall
 019030010017	019029010	dust
 019030010018	019029010	confess
 019030010019	019029010	to
 019030010020	019029010	thee
 019030010021	019029010	,
 019030010022	019029010	or
 019030010023	019029010	declare
 019030010024	019029010	thy
 019030010025	019029010	truth
 019030010026	019029010	?
 019030011001	019029011	the
 019030011002	019029011	lord
 019030011003	019029011	hath
 019030011004	019029011	heard
 019030011005	019029011	,
 019030011006	019029011	and
 019030011007	019029011	hath
 019030011008	019029011	had
 019030011009	019029011	mercy
 019030011010	019029011	on
 019030011011	019029011	me
 019030011012	019029011	:
 019030011013	019029011	the
 019030011014	019029011	lord
 019030011015	019029011	became
 019030011016	019029011	my
 019030011017	019029011	helper
 019030011018	019029011	.
 019030012001	019029012	thou
 019030012002	019029012	hast
 019030012003	019029012	turned
 019030012004	019029012	for
 019030012005	019029012	me
 019030012006	019029012	my
 019030012007	019029012	mourning
 019030012008	019029012	into
 019030012009	019029012	joy
 019030012010	019029012	:
 019030012011	019029012	thou
 019030012012	019029012	hast
 019030012013	019029012	cut
 019030012014	019029012	my
 019030012015	019029012	sackcloth
 019030012016	019029012	,
 019030012017	019029012	and
 019030012018	019029012	hast
 019030012019	019029012	compassed
 019030012020	019029012	me
 019030012021	019029012	with
 019030012022	019029012	gladness
 019030012023	019029012	:
 019030013001	019029013	to
 019030013002	019029013	the
 019030013003	019029013	end
 019030013004	019029013	that
 019030013005	019029013	my
 019030013006	019029013	glory
 019030013007	019029013	may
 019030013008	019029013	sing
 019030013009	019029013	to
 019030013010	019029013	thee
 019030013011	019029013	,
 019030013012	019029013	and
 019030013013	019029013	i
 019030013014	019029013	may
 019030013015	019029013	not
 019030013016	019029013	regret
 019030013017	019029013	:
 019030013018	019029013	o
 019030013019	019029013	lord
 019030013020	019029013	my
 019030013021	019029013	god
 019030013022	019029013	,
 019030013023	019029013	i
 019030013024	019029013	will
 019030013025	019029013	give
 019030013026	019029013	praise
 019030013027	019029013	to
 019030013028	019029013	thee
 019030013029	019029013	for
 019030013030	019029013	ever
 019030013031	019029013	.
 019031001001	019030001	unto
 019031001002	019030001	the
 019031001003	019030001	end
 019031001004	019030001	,
 019031001005	019030001	a
 019031001006	019030001	psalm
 019031001007	019030001	for
 019031001008	019030001	david
 019031001009	019030001	,
 019031001010	019030001	in
 019031001011	019030001	an
 019031001012	019030001	ecstasy
 019031001013	019030001	.
 019031002001	019030002	in
 019031002002	019030002	thee
 019031002003	019030002	,
 019031002004	019030002	o
 019031002005	019030002	lord
 019031002006	019030002	,
 019031002007	019030002	have
 019031002008	019030002	i
 019031002009	019030002	hoped
 019031002010	019030002	,
 019031002011	019030002	let
 019031002012	019030002	me
 019031002013	019030002	never
 019031002014	019030002	be
 019031002015	019030002	confounded
 019031002016	019030002	:
 019031002017	019030002	deliver
 019031002018	019030002	me
 019031002019	019030002	in
 019031002020	019030002	thy
 019031002021	019030002	justice
 019031002022	019030002	.
 019031003001	019030003	bow
 019031003002	019030003	down
 019031003003	019030003	thy
 019031003004	019030003	ear
 019031003005	019030003	to
 019031003006	019030003	me
 019031003007	019030003	:
 019031003008	019030003	make
 019031003009	019030003	haste
 019031003010	019030003	to
 019031003011	019030003	deliver
 019031003012	019030003	me
 019031003013	019030003	.
 019031003014	019030003	be
 019031003015	019030003	thou
 019031003016	019030003	unto
 019031003017	019030003	me
 019031003018	019030003	a
 019031003019	019030003	god
 019031003020	019030003	,
 019031003021	019030003	a
 019031003022	019030003	protector
 019031003023	019030003	,
 019031003024	019030003	and
 019031003025	019030003	a
 019031003026	019030003	house
 019031003027	019030003	of
 019031003028	019030003	refuge
 019031003029	019030003	,
 019031003030	019030003	to
 019031003031	019030003	save
 019031003032	019030003	me
 019031003033	019030003	.
 019031004001	019030004	for
 019031004002	019030004	thou
 019031004003	019030004	art
 019031004004	019030004	my
 019031004005	019030004	strength
 019031004006	019030004	and
 019031004007	019030004	my
 019031004008	019030004	refuge
 019031004009	019030004	;
 019031004010	019030004	and
 019031004011	019030004	for
 019031004012	019030004	thy
 019031004013	019030004	name’s
 019031004014	019030004	sake
 019031004015	019030004	thou
 019031004016	019030004	wilt
 019031004017	019030004	lead
 019031004018	019030004	me
 019031004019	019030004	,
 019031004020	019030004	and
 019031004021	019030004	nourish
 019031004022	019030004	me
 019031004023	019030004	.
 019031005001	019030005	thou
 019031005002	019030005	wilt
 019031005003	019030005	bring
 019031005004	019030005	me
 019031005005	019030005	out
 019031005006	019030005	of
 019031005007	019030005	this
 019031005008	019030005	snare
 019031005009	019030005	,
 019031005010	019030005	which
 019031005011	019030005	they
 019031005012	019030005	have
 019031005013	019030005	hidden
 019031005014	019030005	for
 019031005015	019030005	me
 019031005016	019030005	:
 019031005017	019030005	for
 019031005018	019030005	thou
 019031005019	019030005	art
 019031005020	019030005	my
 019031005021	019030005	protector
 019031005022	019030005	.
 019031006001	019030006	into
 019031006002	019030006	thy
 019031006003	019030006	hands
 019031006004	019030006	i
 019031006005	019030006	commend
 019031006006	019030006	my
 019031006007	019030006	spirit
 019031006008	019030006	:
 019031006009	019030006	thou
 019031006010	019030006	hast
 019031006011	019030006	redeemed
 019031006012	019030006	me
 019031006013	019030006	,
 019031006014	019030006	o
 019031006015	019030006	lord
 019031006016	019030006	,
 019031006017	019030006	the
 019031006018	019030006	god
 019031006019	019030006	of
 019031006020	019030006	truth
 019031006021	019030006	.
 019031007001	019030007	thou
 019031007002	019030007	hast
 019031007003	019030007	hated
 019031007004	019030007	them
 019031007005	019030007	that
 019031007006	019030007	regard
 019031007007	019030007	vanities
 019031007008	019030007	,
 019031007009	019030007	to
 019031007010	019030007	no
 019031007011	019030007	purpose
 019031007012	019030007	.
 019031007013	019030007	but
 019031007014	019030007	i
 019031007015	019030007	have
 019031007016	019030007	hoped
 019031007017	019030007	in
 019031007018	019030007	the
 019031007019	019030007	lord
 019031007020	019030007	:
 019031008001	019030008	i
 019031008002	019030008	will
 019031008003	019030008	be
 019031008004	019030008	glad
 019031008005	019030008	and
 019031008006	019030008	rejoice
 019031008007	019030008	in
 019031008008	019030008	thy
 019031008009	019030008	mercy
 019031008010	019030008	.
 019031008011	019030008	for
 019031008012	019030008	thou
 019031008013	019030008	best
 019031008014	019030008	regarded
 019031008015	019030008	my
 019031008016	019030008	humility
 019031008017	019030008	,
 019031008018	019030008	thou
 019031008019	019030008	hast
 019031008020	019030008	saved
 019031008021	019030008	my
 019031008022	019030008	soul
 019031008023	019030008	out
 019031008024	019030008	of
 019031008025	019030008	distresses
 019031008026	019030008	.
 019031009001	019030009	and
 019031009002	019030009	thou
 019031009003	019030009	hast
 019031009004	019030009	not
 019031009005	019030009	shut
 019031009006	019030009	me
 019031009007	019030009	up
 019031009008	019030009	in
 019031009009	019030009	the
 019031009010	019030009	hands
 019031009011	019030009	of
 019031009012	019030009	the
 019031009013	019030009	enemy
 019031009014	019030009	:
 019031009015	019030009	thou
 019031009016	019030009	hast
 019031009017	019030009	set
 019031009018	019030009	my
 019031009019	019030009	feet
 019031009020	019030009	in
 019031009021	019030009	a
 019031009022	019030009	spacious
 019031009023	019030009	place
 019031009024	019030009	.
 019031010001	019030010	have
 019031010002	019030010	mercy
 019031010003	019030010	on
 019031010004	019030010	me
 019031010005	019030010	,
 019031010006	019030010	o
 019031010007	019030010	lord
 019031010008	019030010	,
 019031010009	019030010	for
 019031010010	019030010	i
 019031010011	019030010	am
 019031010012	019030010	afflicted
 019031010013	019030010	:
 019031010014	019030010	my
 019031010015	019030010	eye
 019031010016	019030010	is
 019031010017	019030010	troubled
 019031010018	019030010	with
 019031010019	019030010	wrath
 019031010020	019030010	,
 019031010021	019030010	my
 019031010022	019030010	soul
 019031010023	019030010	,
 019031010024	019030010	and
 019031010025	019030010	my
 019031010026	019030010	belly
 019031010027	019030010	:
 019031011001	019030011	for
 019031011002	019030011	my
 019031011003	019030011	life
 019031011004	019030011	is
 019031011005	019030011	wasted
 019031011006	019030011	with
 019031011007	019030011	grief
 019031011008	019030011	:
 019031011009	019030011	and
 019031011010	019030011	my
 019031011011	019030011	years
 019031011012	019030011	in
 019031011013	019030011	sighs
 019031011014	019030011	.
 019031011015	019030011	my
 019031011016	019030011	strength
 019031011017	019030011	is
 019031011018	019030011	weakened
 019031011019	019030011	through
 019031011020	019030011	poverty
 019031011021	019030011	and
 019031011022	019030011	my
 019031011023	019030011	bones
 019031011024	019030011	are
 019031011025	019030011	disturbed
 019031011026	019030011	.
 019031012001	019030012	i
 019031012002	019030012	am
 019031012003	019030012	become
 019031012004	019030012	a
 019031012005	019030012	reproach
 019031012006	019030012	among
 019031012007	019030012	all
 019031012008	019030012	my
 019031012009	019030012	enemies
 019031012010	019030012	,
 019031012011	019030012	and
 019031012012	019030012	very
 019031012013	019030012	much
 019031012014	019030012	to
 019031012015	019030012	my
 019031012016	019030012	neighbours
 019031012017	019030012	;
 019031012018	019030012	and
 019031012019	019030012	a
 019031012020	019030012	fear
 019031012021	019030012	to
 019031012022	019030012	my
 019031012023	019030012	acquaintance
 019031012024	019030012	.
 019031012025	019030012	they
 019031012026	019030012	that
 019031012027	019030012	saw
 019031012028	019030012	me
 019031012029	019030012	without
 019031012030	019030012	fled
 019031012031	019030012	from
 019031012032	019030012	me
 019031012033	019030012	.
 019031013001	019030013	i
 019031013002	019030013	am
 019031013003	019030013	forgotten
 019031013004	019030013	as
 019031013005	019030013	one
 019031013006	019030013	dead
 019031013007	019030013	from
 019031013008	019030013	the
 019031013009	019030013	heart
 019031013010	019030013	.
 019031013011	019030013	i
 019031013012	019030013	am
 019031013013	019030013	become
 019031013014	019030013	as
 019031013015	019030013	a
 019031013016	019030013	vessel
 019031013017	019030013	that
 019031013018	019030013	is
 019031013019	019030013	destroyed
 019031013020	019030013	.
 019031014001	019030014	for
 019031014002	019030014	i
 019031014003	019030014	have
 019031014004	019030014	heard
 019031014005	019030014	the
 019031014006	019030014	blame
 019031014007	019030014	of
 019031014008	019030014	many
 019031014009	019030014	that
 019031014010	019030014	dwell
 019031014011	019030014	round
 019031014012	019030014	about
 019031014013	019030014	.
 019031014014	019030014	while
 019031014015	019030014	they
 019031014016	019030014	assembled
 019031014017	019030014	together
 019031014018	019030014	against
 019031014019	019030014	me
 019031014020	019030014	,
 019031014021	019030014	they
 019031014022	019030014	consulted
 019031014023	019030014	to
 019031014024	019030014	take
 019031014025	019030014	away
 019031014026	019030014	my
 019031014027	019030014	life
 019031014028	019030014	.
 019031015001	019030015	but
 019031015002	019030015	i
 019031015003	019030015	have
 019031015004	019030015	put
 019031015005	019030015	my
 019031015006	019030015	trust
 019031015007	019030015	in
 019031015008	019030015	thee
 019031015009	019030015	,
 019031015010	019030015	o
 019031015011	019030015	lord
 019031015012	019030015	:
 019031015013	019030015	i
 019031015014	019030015	said
 019031015015	019030015	:
 019031015016	019030015	thou
 019031015017	019030015	art
 019031015018	019030015	my
 019031015019	019030015	god
 019031015020	019030015	.
 019031016001	019030016	my
 019031016002	019030016	lots
 019031016003	019030016	are
 019031016004	019030016	in
 019031016005	019030016	thy
 019031016006	019030016	hands
 019031016007	019030016	.
 019031016008	019030016	deliver
 019031016009	019030016	me
 019031016010	019030016	out
 019031016011	019030016	of
 019031016012	019030016	the
 019031016013	019030016	hands
 019031016014	019030016	of
 019031016015	019030016	my
 019031016016	019030016	enemies
 019031016017	019030016	;
 019031016018	019030016	and
 019031016019	019030016	from
 019031016020	019030016	them
 019031016021	019030016	that
 019031016022	019030016	persecute
 019031016023	019030016	me
 019031016024	019030016	.
 019031017001	019030017	make
 019031017002	019030017	thy
 019031017003	019030017	face
 019031017004	019030017	to
 019031017005	019030017	shine
 019031017006	019030017	upon
 019031017007	019030017	thy
 019031017008	019030017	servant
 019031017009	019030017	;
 019031017010	019030017	save
 019031017011	019030017	me
 019031017012	019030017	in
 019031017013	019030017	thy
 019031017014	019030017	mercy
 019031017015	019030017	.
 019031018001	019030018	let
 019031018002	019030018	me
 019031018003	019030018	not
 019031018004	019030018	be
 019031018005	019030018	confounded
 019031018006	019030018	,
 019031018007	019030018	o
 019031018008	019030018	lord
 019031018009	019030018	,
 019031018010	019030018	for
 019031018011	019030018	i
 019031018012	019030018	have
 019031018013	019030018	called
 019031018014	019030018	upon
 019031018015	019030018	thee
 019031018016	019030018	.
 019031018017	019030018	let
 019031018018	019030018	the
 019031018019	019030018	wicked
 019031018020	019030018	be
 019031018021	019030018	ashamed
 019031018022	019030018	,
 019031018023	019030018	and
 019031018024	019030018	be
 019031018025	019030018	brought
 019031018026	019030018	down
 019031018027	019030018	to
 019031018028	019030018	hell
 019031018029	019030018	.
 019031019001	019030019	let
 019031019002	019030019	deceitful
 019031019003	019030019	lips
 019031019004	019030019	be
 019031019005	019030019	made
 019031019006	019030019	dumb
 019031019007	019030019	.
 019031019008	019030019	which
 019031019009	019030019	speak
 019031019010	019030019	iniquity
 019031019011	019030019	against
 019031019012	019030019	the
 019031019013	019030019	just
 019031019014	019030019	,
 019031019015	019030019	with
 019031019016	019030019	pride
 019031019017	019030019	and
 019031019018	019030019	abuse
 019031019019	019030019	.
 019031020001	019030020	o
 019031020002	019030020	how
 019031020003	019030020	great
 019031020004	019030020	is
 019031020005	019030020	the
 019031020006	019030020	multitude
 019031020007	019030020	of
 019031020008	019030020	thy
 019031020009	019030020	sweetness
 019031020010	019030020	,
 019031020011	019030020	o
 019031020012	019030020	lord
 019031020013	019030020	,
 019031020014	019030020	which
 019031020015	019030020	thou
 019031020016	019030020	hast
 019031020017	019030020	hidden
 019031020018	019030020	for
 019031020019	019030020	them
 019031020020	019030020	that
 019031020021	019030020	fear
 019031020022	019030020	thee
 019031020023	019030020	!
 019031020024	019030020	which
 019031020025	019030020	thou
 019031020026	019030020	hast
 019031020027	019030020	wrought
 019031020028	019030020	for
 019031020029	019030020	them
 019031020030	019030020	that
 019031020031	019030020	hope
 019031020032	019030020	in
 019031020033	019030020	thee
 019031020034	019030020	,
 019031020035	019030020	in
 019031020036	019030020	the
 019031020037	019030020	sight
 019031020038	019030020	of
 019031020039	019030020	the
 019031020040	019030020	sons
 019031020041	019030020	of
