id	source_verse	text	id_range_end	source_verse_range_end
40002020	40002020	Kata malaikat itu, ‘Bangunlah. Bawalah Anak itu dan ibu-Nya ke tanah Israel, kerana orang yang hendak meragut nyawa Anak itu telah mati.’		
40002021	40002021	Yusuf pun bangun lalu membawa Anak itu dan ibu-Nya ke tanah Israel.		
40002022	40002022	Tetapi apabila mendengar bahawa Arkelaus telah naik takhta menggantikan bapanya Herodes di Yudea, Yusuf pun takut pergi ke sana. Setelah mendapat peringatan daripada Allah dalam mimpi, dia pun pergi ke Galilea.		
40002023	40002023	Dia menetap di kota yang bernama Nasaret. Dengan demikian berlakulah apa yang dikatakan oleh para nabi: ‘Dia akan dipanggil Orang Nasaret.’		
40003001	40003001	Pada masa itu Yahya Pengimad menyampaikan berita ini di gurun di Yudea.		
40003002	40003002	Dia berseru, ‘Bertaubatlah, kerana kerajaan syurga hampir tiba!’		
40003003	40003003	Yahyalah yang dimaksudkan dalam nubuat Nabi Yasyaya: ‘Suara seorang berseru di gurun: “Sediakanlah jalan untuk Tuhan, luruskan jalan untuk-Nya.” ’		
40003004	40003004	Pakaian Yahya diperbuat daripada bulu unta dan tali pinggangnya daripada kulit. Makanannya belalang dan madu gurun.		
40003005	40003005	Orang dari Baitulmaqdis, seluruh Yudea dan segenap kawasan sekitar Sungai Yordan datang mendapatkan Yahya.		
40003006	40003006	Mereka mengaku dosa lalu diimadkan oleh Yahya di Sungai Yordan.		
40003007	40003007	Ramai orang Farisi dan Saduki datang untuk diimadkan. Apabila melihat mereka, Yahya berkata, ‘Hai orang durjana! Siapakah yang memberitahumu bahawa kamu dapat melepaskan diri daripada hukuman Allah kelak?		
40003008	40003008	Buktikanlah dengan perbuatan bahawa kamu telah bertaubat.		
40003009	40003009	Jangan sangka kamu dapat melepaskan diri daripada hukuman dengan berkata, “Ibrahim moyang kami.” Ketahuilah, Allah berkuasa menjadikan batu-batu ini anak cucu Ibrahim!		
40003010	40003010	Kapak sudah tersedia untuk menebang pokok hingga ke akar umbinya. Setiap pokok yang tidak menghasilkan buah yang baik akan ditebang dan dihumbankan ke dalam api.		
40003011	40003011	‘Aku mengimadkanmu dengan air untuk menunjukkan bahawa kamu telah bertaubat. Tetapi Dia yang datang selepasku akan mengimadkanmu dengan Roh Suci dan api; Dia lebih berkuasa daripadaku; membawakan kasut-Nya pun aku tidak layak.		
40003012	40003012	Tangan-Nya memegang nyiru untuk menampi. Dia akan mengumpulkan gandum yang bersih di dalam jelapang dan membakar sekam di dalam api yang tidak mungkin padam.’		
40003013	40003013	Ketika itu Isa meninggalkan Galilea lalu pergi ke Sungai Yordan. Di situ Dia berjumpa dengan Yahya dan meminta diimadkan olehnya.		
40003014	40003014	Yahya cuba menolak dengan berkata, ‘Sepatutnya Engkau yang mengimadkanku. Ini Engkau pula datang kepadaku!’		
40003015	40003015	Tetapi Isa menjawab, ‘Biarkanlah demikian untuk sekarang, kerana dengannya kita akan menunaikan segala kebenaran.’ Yahya pun patuh.		
40003016	40003016	Setelah diimadkan, Isa keluar dari air dengan segera. Lalu terbukalah langit dan dia melihat Roh Allah turun seperti burung merpati ke atas-Nya.		
40003017	40003017	Kemudian kedengaran suara Allah berfirman, ‘Inilah Putera-Ku yang Kukasihi dan dengan-Nya Aku berkenan.’		
40004001	40004001	Setelah itu Isa dibawa oleh Roh ke gurun untuk digoda Iblis.		
40004002	40004002	Isa berpuasa empat puluh hari empat puluh malam. Dia menanggung kelaparan.		
40004003	40004003	Iblis datang kepada-Nya lalu berkata, ‘Jika Engkau Putera Allah, perintahkanlah batu-batu ini menjadi roti.’		
40004004	40004004	Isa menjawab, ‘Telah tersurat: “Manusia hidup bukan dengan roti saja tetapi dengan setiap firman Allah.” ’		
40004005	40004005	Selepas itu Iblis membawa Isa ke kota suci Baitulmaqdis dan meletakkan-Nya di puncak rumah ibadat.		
40004006	40004006	Iblis berkata kepada Isa, ‘Jika Engkau Putera Allah, terjunlah, kerana telah tersurat: “Allah akan memerintahkan malaikat-malaikat-Nya menjaga-Mu dan mereka akan menatang-Mu supaya kaki-Mu tidak terhantuk batu.” ’		
40004007	40004007	Isa menjawab, ‘Tetapi telah tersurat: “Janganlah engkau menduga Allah, Tuhanmu.” ’		
40004008	40004008	Iblis membawa pula Isa ke atas gunung yang amat tinggi lalu menunjukkan semua kerajaan di dunia dan kekayaannya.		
40004009	40004009	Kata Iblis kepada Isa, ‘Semua ini akan kuberikan kepada-Mu jika Engkau sujud menyembahku.’		
40004010	40004010	Jawab Isa, ‘Nyah engkau, Iblis. Telah tersurat: “Hendaklah engkau menyembah Allah, Tuhanmu dan kepada-Nya saja engkau beribadat.” ’		
40004011	40004011	Iblis pun meninggalkan Isa dan para malaikat datang melayani-Nya.		
40004012	40004012	Apabila mendengar bahawa Yahya telah dipenjarakan, Isa pun pergi ke Galilea.		
40004013	40004013	Dia tidak tinggal di Nasaret tetapi di Kapernaum, sebuah kota di pinggir laut Galilea di kawasan Zebulon dan Naftali.		
40004014	40004014	Dengan demikian berlakulah nubuat Nabi Yasyaya:		
40004015	40004015	‘Tanah Zebulon, tanah Naftali, di pinggir laut, seberang Sungai Yordan, Galilea, tanah bangsa-bangsa asing.		
40004016	40004016	Bangsa yang hidup dalam kegelapan telah melihat cahaya gemilang. Bagi mereka yang di bawah bayangan maut, Cahaya telah bersinar!’		
40004017	40004017	Isa pun mula menyampaikan perkhabaran-Nya, ‘Bertaubatlah, kerana kerajaan syurga hampir tiba!’		
40004018	40004018	Sedang Isa berjalan di pinggir laut Galilea, Dia terpandang dua orang nelayan iaitu Simon, yang juga dipanggil Petrus, dan adiknya Andreas, sedang menjala ikan.		
40004019	40004019	Isa berkata kepada mereka, ‘Ikutlah Aku. Aku akan mengajarmu menjala manusia menjadi pengikut-Ku.’		
40004020	40004020	Dengan serta-merta mereka dua beradik meninggalkan jala mereka lalu mengikut Isa.		
40004021	40004021	Isa meneruskan perjalanan. Dia ternampak dua beradik lagi, Yakobus dan Yahya bersama bapa mereka Zebedeus, sedang mengemaskan jala di dalam perahu. Isa memanggil dua beradik itu.		
40004022	40004022	Seketika itu juga mereka meninggalkan perahu dan bapa mereka lalu mengikut Isa.		
40004023	40004023	Isa menjelajahi seluruh wilayah Galilea. Dia mengajar di saumaah dan menyampaikan berita baik bahawa kerajaan Allah hampir tiba. Dia menyembuhkan semua jenis penyakit dan kesakitan di antara mereka.		
40004024	40004024	Berita tentang Isa tersebar di seluruh Siria. Maka, ramailah orang yang menanggung pelbagai penyakit dan penderitaan, orang yang dirasuk roh iblis, yang mengidap penyakit gila babi, dan yang lumpuh, dibawa kepada-Nya dan disembuhkan oleh-Nya.		
40004025	40004025	Ramai sekali orang mengikut-Nya: dari Dekapolis (bermaksud Sepuluh Kota), dari Baitulmaqdis, dari Yudea, dan dari kawasan di seberang Yordan.		
40005001	40005001	Ketika Isa melihat orang ramai itu, Dia pun mendaki ke atas sebuah bukit lalu duduk. Kemudian datanglah para pengikut-Nya kepada-Nya.		
40005002	40005002	Dia pun mula mengajar mereka:		
40005003	40005003	‘Diberkatilah mereka yang terasa kelemahan rohani, kerana kerajaan syurga untuk mereka.		
40005004	40005004	Diberkatilah mereka yang bersedih, kerana mereka akan terhibur.		
40005005	40005005	Diberkatilah mereka yang lemah lembut, kerana mereka akan mewarisi bumi ini.		
40005006	40005006	Diberkatilah mereka yang dahagakan kebenaran, kerana mereka akan dipuaskan.		
40005007	40005007	Diberkatilah mereka yang berpengasihan, kerana mereka akan dikasihani juga.		
40005008	40005008	Diberkatilah mereka yang suci hati, kerana mereka akan melihat Allah.		
40005009	40005009	Diberkatilah mereka yang mendamaikan manusia, kerana mereka akan dipanggil anak-anak Allah.’		
40005010	40005010	Diberkatilah mereka yang dianiaya kerana menegakkan kebenaran, kerana kerajaan syurga untuk mereka.		
40005011	40005011	‘Diberkatilah kamu apabila orang menghina, menganiaya dan memfitnahmu kerana mengikut-Ku.		
40005012	40005012	Bersukacita dan bergembiralah, kerana ganjaran besar telah disediakan untukmu di syurga. Begitu jugalah para nabi zaman dahulu dianiaya.		
40005013	40005013	‘Kamu ialah garam bumi ini. Jika garam menjadi tawar, tidak mungkinlah masin semula. Tidaklah berguna lagi, hanya layak dibuang dan dipijak orang.		
40005014	40005014	‘Kamu ialah cahaya dunia ini. Kota di atas bukit tidak mungkin tersembunyi.		
40005015	40005015	Tiada siapa memasang pelita lalu menyorokkannya di bawah bekas; tentu dia meletakkannya di atas kaki pelita untuk menerangi seisi rumah.		
40005016	40005016	Biarlah cahayamu juga bersinar di hadapan orang ramai, supaya mereka melihat perbuatanmu yang baik lalu memuji Bapamu yang di syurga.		
40005017	40005017	‘Jangan sangka Aku datang untuk menghapuskan Taurat dan ajaran nabi-nabi. Aku datang bukan untuk menghapuskan tetapi untuk menunaikan segala-galanya.		
40005018	40005018	Ingatlah: Selagi ada langit dan bumi, satu titik atau huruf yang terkecil pun tidak akan hapus daripada Taurat sebelum semuanya ternyata berlaku.		
40005019	40005019	Dengan demikian, jika seseorang melanggar hukum yang terkecil pun dan mengajar orang lain melanggarnya, dia akan tergolong antara mereka yang paling rendah dalam kerajaan syurga. Sebaliknya, jika seseorang mematuhi Taurat dan mengajar orang lain turut patuh, dia akan menjadi orang yang mulia dalam kerajaan syurga.		
40005020	40005020	Oleh itu ingatlah: Untuk memasuki kerajaan syurga, kamu mestilah melaksanakan kehendak Allah lebih daripada guru Taurat dan orang Farisi.		
40005021	40005021	‘Kamu telah mendengar ajaran daripada nenek moyang kita: “Jangan membunuh. Sesiapa yang membunuh orang akan dihakimi.”		
40005022	40005022	Tetapi sekarang Aku berkata kepadamu: Sesiapa yang marah terhadap saudaranya akan dihakimi. Sesiapa yang mencaci saudaranya akan dibawa ke hadapan Majlis Agama. Dan sesiapa yang memanggil saudaranya “bodoh” akan dihumbankan ke dalam api neraka.		
40005023	40005023	‘Oleh itu, jika kamu sedang meletakkan persembahan kepada Allah di atas mazbah lalu teringat bahawa saudaramu bersanggit hati denganmu,		
40005024	40005024	tinggalkanlah persembahanmu, berdamai dahulu dengan saudaramu, kemudian barulah buat persembahanmu.		
40005025	40005025	‘Berdamailah dengan orang yang hendak mendakwamu di mahkamah sewaktu kamu masih dalam perjalanan ke situ. Jika tidak, dia akan menyerahkanmu kepada hakim, kemudian hakim menyerahkanmu kepada pegawai berkenaan, yang akan memenjarakanmu.		
40005026	40005026	Sudah pasti kamu akan meringkuk di dalam penjara hingga kamu menjelaskan semua bayaran.		
40005027	40005027	‘Kamu telah mendengar ajaran ini: “Jangan berzina.”		
40005028	40005028	Tetapi sekarang Aku berkata kepadamu: Sesiapa yang memandang seorang wanita dengan berahi, telah berzina dengannya dalam hati.		
40005029	40005029	Jika mata kananmu menyebabkan kamu berdosa, cungkil dan buangkan mata itu. Lebih baik kamu kehilangan satu bahagian tubuhmu daripada seluruh tubuhmu terhumban ke dalam neraka.		
40005030	40005030	Jika tangan kananmu menyebabkan kamu berdosa, potong dan buangkan tangan itu. Lebih baik kamu kehilangan sebelah tanganmu daripada seluruh tubuhmu masuk ke dalam neraka.		
40005031	40005031	‘Ada ajaran demikian: “Sesiapa menceraikan isterinya hendaklah memberinya surat cerai.”		
40005032	40005032	Tetapi sekarang Aku berkata kepadamu: Sesiapa menceraikan isterinya kecuali kerana zina, orang itu menyebabkan wanita tersebut berzina jika berkahwin lagi; dan sesiapa yang berkahwin dengan wanita yang diceraikan itu berzina juga.		
40005033	40005033	‘Kamu telah mendengar ajaran kepada nenek moyang kita: “Jangan melanggar sumpah. Tunaikan sumpahmu kepada Tuhan.”		
40005034	40005034	Tetapi sekarang Aku berkata kepadamu: Janganlah bersumpah demi langit, kerana langit itu takhta Allah.		
40005035	40005035	Jangan bersumpah demi bumi, kerana bumi ini alas kaki-Nya. Atau demi Baitulmaqdis, kerana itu kota Raja Agung iaitu Allah.		
40005036	40005036	Demi kepalamu pun jangan, kerana kamu tidak berkuasa memutihkan atau menghitamkan rambutmu walau sehelai.		
40005037	40005037	Katakan saja “Ya” atau “Tidak” dan kotakan kata itu. Yang lebih daripada itu datang daripada si durjana.		
40005038	40005038	‘Kamu telah mendengar ajaran begini: “Mata diganti dengan mata, gigi diganti dengan gigi.”		
40005039	40005039	Tetapi sekarang Aku berkata kepadamu: Janganlah membalas dendam terhadap orang yang berbuat jahat kepadamu. Malah jika seseorang menampar pipi kananmu, palinglah pipi kirimu juga terhadapnya.		
40005040	40005040	Jika seseorang hendak mendakwamu untuk mendapatkan bajumu, berikanlah jubahmu juga.		
40005041	40005041	Jika sesiapa memaksamu berjalan sebatu dengannya, pergilah dua batu bersamanya.		
40005042	40005042	Jika seseorang meminta sesuatu daripadamu, berikanlah. Jika seseorang hendak meminjam sesuatu daripadamu, usahlah berpaling daripadanya.		
40005043	40005043	‘Kamu telah mendengar ajaran berikut: “Kasihilah sahabatmu dan bencilah musuhmu.”		
40005044	40005044	Tetapi sekarang Aku berkata kepadamu: Kasihilah musuhmu dan doakan orang yang menganiayamu.		
40005045	40005045	Dengan demikian kamu menjadi anak-anak Bapamu yang di syurga; kerana Allah menerbitkan matahari yang dicipta-Nya untuk orang yang benar dan orang yang mungkar. Dia menurunkan hujan untuk orang yang taat mahupun yang ingkar akan kehendak-Nya.		
40005046	40005046	Jika kamu hanya mengasihi orang yang mengasihimu, layakkah kamu mendapat ganjaran daripada Allah? Bukankah pemungut cukai pun berbuat demikian?		
40005047	40005047	Jika kamu hanya beramah mesra dengan saudara-saudara selingkungan, apakah kelebihanmu daripada orang lain? Orang yang tidak mengenal Allah pun melakukannya.		
40005048	40005048	Hendaklah engkau sempurna seperti Bapamu di syurga.		
40006001	40006001	‘Ingatlah: Jangan buat kerja amal di muka umum supaya dilihat orang; kamu tidak akan mendapat ganjaran daripada Bapamu yang di syurga.		
40006002	40006002	‘Oleh itu, ketika kamu bersedekah kepada orang miskin, jangan heboh-hebohkan seperti orang munafik di saumaah dan di jalan raya, supaya dipuji orang. Orang begitu sudahpun mendapat ganjaran mereka.		
40006003	40006003	Apabila kamu bersedekah kepada orang miskin, jangan sampai tangan kirimu tahu apa yang dilakukan oleh tangan kananmu.		
40006004	40006004	Jangan siapapun mengetahuinya. Bapamu yang melihat amalmu yang tersembunyi itu akan memberikan ganjaran kepadamu.		
40006005	40006005	‘Apabila kamu berdoa, janganlah seperti orang munafik. Mereka berdoa sambil berdiri di saumaah dan di simpang jalan supaya dilihat orang. Mereka itu sudahpun mendapatkan ganjaran mereka.		
40006006	40006006	Tetapi kamu, masuklah ke dalam bilik, tutup pintu dan berdoalah kepada Bapamu yang tidak dapat dilihat dengan mata. Dia mengetahui apa yang kamu lakukan secara tersembunyi dan akan memberikan ganjaran kepadamu.		
40006007	40006007	Ketika berdoa, jangan curah-curahkan kata-kata yang tidak bermakna, seperti orang yang tidak mengenal Allah. Mereka menyangka Allah akan mengabulkan permintaan mereka kerana doa mereka itu panjang.		
40006008	40006008	Jangan berbuat seperti mereka. Bapamu tahu apa yang kamu perlukan sebelum kamu memohonnya.		
40006009	40006009	‘Berdoalah demikian: “Ya Bapa kami yang di syurga, Sucilah Nama-Mu.		
40006010	40006010	Datanglah kerajaan-Mu. Terlaksanalah kehendak-Mu di bumi sebagaimana di syurga.		
40006011	40006011	Berilah makanan kami untuk hari ini.		
40006012	40006012	Ampunkanlah kesalahan kami sebagaimana kami mengampuni mereka yang bersalah terhadap kami.		
40006013	40006013	Janganlah biarkan kami tergoda, Selamatkanlah kami daripada si durjana. Engkaulah yang memiliki kerajaan, kekuasaan dan kemuliaan selama-lamanya. Amin.”		
40006014	40006014	‘Jika kamu mengampuni orang yang bersalah kepadamu, Bapamu yang di syurga akan mengampunkan kesalahanmu juga.		
40006015	40006015	Tetapi jika kamu tidak mengampunkan kesalahan orang, Bapamu yang di syurga juga tidak akan mengampunkan kesalahanmu.		
40006016	40006016	‘Apabila kamu berpuasa, jangan tunjukkan muka lesu seperti orang munafik. Mereka memperlihatkan wajah menderita supaya semua orang tahu mereka berpuasa. Mereka ini sudahpun mendapat ganjaran mereka.		
40006017	40006017	Ketika berpuasa, basuhlah muka dan sikatlah rambutmu		
40006018	40006018	supaya orang tidak tahu kamu berpuasa. Biarlah puasamu hanya diketahui oleh Bapamu yang tidak dapat dilihat dengan mata. Bapamu melihat perbuatanmu yang tersembunyi itu dan memberikan ganjaran kepadamu.		
40006019	40006019	‘Jangan kumpulkan harta di dunia, kerana di sini gegat dan karat merosakkannya serta pencuri memecah masuk untuk mencurinya.		
40006020	40006020	Kumpulkan harta di syurga, kerana di situ gegat dan karat tidak dapat merosakkannya serta pencuri tidak memecah masuk untuk mencurinya.		
40006021	40006021	Kerana di mana hartamu terkumpul, di situlah hatimu tertumpu.		
40006022	40006022	‘Mata ialah pelita tubuh. Jika matamu terang, seluruh tubuhmu dipenuhi cahaya.		
40006023	40006023	Tetapi jika matamu kabur, seluruh tubuhmu gelap. Jika cahaya di dalam tubuhmu menjadi gelap, maka gelap-gelitalah keadaannya!		
40006024	40006024	‘Seorang hamba tidak mungkin mengabdi diri kepada dua orang tuan. Dia akan membenci yang seorang dan mengasihi yang lain; atau akan setia kepada yang seorang dan mencela yang lain. Demikianlah, kamu tidak dapat menjadi hamba Allah dan juga hamba kekayaan.		
40006025	40006025	‘Oleh itu, janganlah runsing tentang hidupmu, tentang apa yang kamu makan atau minum, atau tentang tubuhmu, dan tentang apa yang akan kamu pakai untuk menutupnya. Bukankah hidup lebih daripada makanan, dan tubuh lebih daripada pakaian?		
40006026	40006026	Lihatlah burung di udara, yang tidak menyemai, menuai atau menyimpan hasil di jelapang; namun Bapamu yang di syurga memberinya makan. Bukankah kamu lebih bernilai daripada burung?		
40006027	40006027	Siapakah di kalanganmu yang dapat melanjutkan usianya sedikit pun dengan bersikap runsing?		
40006028	40006028	‘Jadi, mengapakah kamu runsing tentang pakaian? Lihatlah bunga bakung di padang, yang tidak bekerja atau bertenun.		
40006029	40006029	Tetapi Raja Sulaiman dengan segala kehebatannya pun tidak berpakaian seindah bunga itu.		
40006030	40006030	Jika Allah menghiasi rumput di padang, yang wujud hari ini dan esoknya dibakar di dapur, tidakkah Allah akan memberimu pakaian? Sungguh tipis kepercayaanmu kepada-Nya!		
40006031	40006031	Jangan runsing tentang makanan, minuman atau pakaianmu.		
40006032	40006032	Kerunsingan ini dialami oleh orang yang tidak mengenal Allah. Bapamu yang di syurga tahu bahawa kamu memerlukan semua itu.		
40006033	40006033	Utamakanlah kerajaan Allah dan laksanakan kebenaran-Nya; Allah akan memberikan semua itu kepadamu.		
40006034	40006034	Oleh itu, jangan runsing tentang hari esok, kerana hari esok akan runsing tentang hal-halnya sendiri. Setiap hari sudah cukup dengan kesusahan sehari.		
40007001	40007001	‘Jangan hakimi orang lain, supaya kamu tidak dihakimi.		
40007002	40007002	Kerana sebagaimana kamu menghakimi orang, demikian jugalah kamu akan dihakimi. Ukuran yang kamu gunakan untuk menghakimi orang lain akan digunakan Allah untuk menghakimi kamu.		
40007003	40007003	‘Mengapakah kamu perhatikan selumbar di mata saudaramu, sedangkan kayu balak di matamu sendiri tidak kamu sedari?		
40007004	40007004	Bagaimanakah kamu dapat berkata kepada saudaramu, ‘Biarlah aku keluarkan selumbar dari mata saudara,’ sedangkan kayu balak terpampang di matamu sendiri?		
40007005	40007005	Hai munafik! Keluarkanlah dahulu kayu balak dari matamu, barulah penglihatanmu terang untuk mengeluarkan selumbar dari mata saudaramu.		
40007006	40007006	‘Jangan berikan sesuatu yang suci kepada anjing, atau mutiara kepada babi, nanti dipijak-pijaknya lalu berpaling menyerangmu.		
40007007	40007007	‘Mintalah, dan kamu akan menerimanya; carilah, dan kamu akan mendapatnya; ketuklah pintu, dan pintu akan dibuka untukmu.		
40007008	40007008	Setiap orang yang meminta akan menerima, setiap orang yang mencari akan mendapat; dan setiap orang yang mengetuk, pintu akan dibuka untuknya.		
40007009	40007009	‘Bapa manakah akan memberikan batu kepada anaknya yang meminta roti?		
40007010	40007010	Bapa manakah akan memberikan ular kepada anaknya yang meminta ikan?		
40007011	40007011	Kamu yang berdosa pun tahu memberikan sesuatu yang baik kepada anakmu. Lebih-lebih lagi Bapamu yang di syurga: Dia akan memberikan sesuatu yang baik kepada mereka yang meminta daripada-Nya.		
40007012	40007012	Apa yang kamu mahu orang lakukan kepadamu, lakukan kepada mereka, kerana inilah ajaran Taurat dan nabi-nabi.		
40007013	40007013	‘Masuklah melalui pintu yang sempit, kerana pintu gerbang dan jalan ke neraka itu lebar dan luas, maka ramai orang yang memilihnya.		
40007014	40007014	Sebaliknya pintu dan jalan ke hidup kekal itu sempit dan sukar. Hanya segelintir orang yang menjumpainya.		
40007015	40007015	‘Berjaga-jagalah tentang nabi palsu yang datang kepadamu dengan pakaian domba tetapi sebenarnya serigala ganas.		
40007016	40007016	Kamu akan mengenal mereka daripada hasil perbuatan mereka. Pernahkah orang memetik buah anggur dari rimbunan berduri? Atau pernahkah buah ara dipetik dari semak berduri?		
